sigma,price
0.349900,983.121699
0.350300,983.085221
0.350200,983.105492
0.350500,983.060745
0.350700,983.049753
0.351000,982.989595
0.350900,983.009504
0.351300,982.933764
0.351100,982.968920
0.351500,982.899351
0.351600,982.892112
0.351900,982.860554
0.351800,982.873994
0.352000,982.855886
0.352200,982.837219
0.352300,982.825044
0.352500,982.806300
0.352800,982.746212
0.352700,982.766110
0.352900,982.736920
0.353100,982.703314
0.353200,982.691942
0.353400,982.648528
0.353500,982.644405
0.353600,982.618541
0.353900,982.587128
0.354000,982.576903
0.354300,982.536260
0.354200,982.547931
0.354500,982.507293
0.354600,982.496165
0.354700,982.487019
0.354800,982.475687
0.355000,982.466763
0.355200,982.460341
0.355300,982.443187
0.355500,982.418410
0.355700,982.399087
0.355800,982.386071
0.356100,982.358349
0.355900,982.380109
0.356400,982.296619
0.356200,982.335288
0.356500,982.279818
0.356600,982.265293
0.356800,982.245635
0.357000,982.219836
0.357200,982.180148
0.357100,982.195804
0.357600,982.148978
0.357500,982.159482
0.357800,982.110437
0.357700,982.131029
0.358200,982.036756
0.358100,982.051253
0.358300,982.027455
0.358500,981.998005
0.358600,981.970534
0.358700,981.956508
0.359000,981.917315
0.358900,981.930479
0.359300,981.883845
0.359400,981.878847
0.359600,981.866557
0.359500,981.876176
0.359800,981.854273
0.360000,981.848779
0.360100,981.833911
0.360200,981.822940
0.360400,981.788056
0.360500,981.784551
0.360900,981.728396
0.360700,981.760067
0.361100,981.708045
0.361200,981.708633
0.361300,981.698387
0.361500,981.672971
0.361700,981.664067
0.361600,981.672389
0.362000,981.618265
0.362100,981.594283
0.362200,981.585361
0.362400,981.569440
0.362700,981.548172
0.362600,981.553496
0.363000,981.514773
0.362900,981.528780
0.363200,981.490380
0.363300,981.477793
0.363400,981.469269
0.363500,981.460504
0.363800,981.425164
0.363700,981.434232
0.364000,981.391875
0.364200,981.379447
0.364300,981.360118
0.364500,981.338435
0.364800,981.279844
0.364600,981.315328
0.364900,981.259738
0.365100,981.225345
0.365300,981.187060
0.365200,981.201123
0.365500,981.163881
0.365600,981.149643
0.366000,981.088402
0.365900,981.101444
0.366300,981.039813
0.366200,981.059225
0.366600,981.001804
0.366500,981.021585
0.366900,980.959591
0.366700,980.981999
0.367200,980.926297
0.367000,980.951999
0.367400,980.924126
0.367500,980.915607
0.367800,980.873174
0.367700,980.893248
0.368100,980.855776
0.368000,980.852608
0.368400,980.794033
0.368200,980.828602
0.368500,980.781743
0.368700,980.750592
0.368900,980.710637
0.368800,980.728116
0.369100,980.681582
0.369200,980.660480
0.369600,980.612309
0.369400,980.637915
0.369700,980.614290
0.369800,980.598291
0.370000,980.575120
0.370200,980.541119
0.370300,980.521260
0.370500,980.504773
0.370600,980.498877
0.370800,980.462219
0.371000,980.430678
0.370900,980.452016
0.371200,980.429627
0.371300,980.415732
0.371600,980.388237
0.371500,980.398184
0.371900,980.332064
0.371800,980.351822
0.372200,980.310191
0.372300,980.298072
0.372500,980.293935
0.372600,980.281909
0.372700,980.265799
0.372900,980.232576
0.373100,980.223565
0.373200,980.213799
0.373400,980.184652
0.373500,980.158878
0.373700,980.162041
0.373800,980.149363
0.374000,980.111547
0.373900,980.134118
0.374400,980.049871
0.374200,980.079920
0.374600,980.031876
0.374500,980.044423
0.374900,980.000038
0.375000,979.982022
0.375200,979.976591
0.375300,979.969742
0.375400,979.966502
0.375500,979.959572
0.375700,979.957884
0.375800,979.936580
0.376000,979.902744
0.376200,979.870728
0.376500,979.832085
0.376400,979.854732
0.376800,979.786545
0.376700,979.806304
0.376900,979.762183
0.377100,979.743756
0.377200,979.725830
0.377300,979.717090
0.377700,979.696373
0.377600,979.705580
0.378000,979.642157
0.377800,979.674890
0.378300,979.588407
0.378200,979.597760
0.378600,979.561056
0.378400,979.581286
0.378700,979.535354
0.378900,979.505571
0.379000,979.487097
0.379100,979.478399
0.379500,979.398838
0.379400,979.422848
0.379600,979.410056
0.379700,979.383151
0.380000,979.341480
0.380100,979.328598
0.380400,979.287857
0.380200,979.324312
0.380600,979.265247
0.380500,979.277980
0.381000,979.212272
0.380800,979.234004
0.381100,979.201621
0.381200,979.183940
0.381600,979.138436
0.381400,979.157817
0.381700,979.119345
0.381800,979.117116
0.382100,979.075356
0.382000,979.083521
0.382500,979.022344
0.382300,979.055019
0.382600,979.000289
0.382700,978.982720
0.383100,978.970994
0.383000,978.953077
0.383300,978.949859
0.383200,978.957230
0.383700,978.918859
0.383500,978.935810
0.383900,978.902009
0.383800,978.917468
0.384100,978.898791
0.384300,978.892835
0.384400,978.887442
0.384500,978.879312
0.384800,978.825594
0.384900,978.819564
0.385100,978.786856
0.385200,978.773242
0.385300,978.753864
0.385400,978.733950
0.385600,978.702181
0.385800,978.677660
0.386000,978.667200
0.386100,978.648364
0.386200,978.629756
0.386400,978.615032
0.386500,978.622787
0.386700,978.599042
0.387000,978.596877
0.386900,978.622952
0.387100,978.576863
0.387300,978.577021
0.387600,978.552037
0.387400,978.560953
0.387900,978.504973
0.387800,978.514272
0.388000,978.486754
0.388100,978.484335
0.388400,978.435808
0.388500,978.441113
0.388600,978.421976
0.388700,978.407939
0.389000,978.364037
0.389100,978.350349
0.389200,978.338710
0.389400,978.318192
0.389500,978.303783
0.389700,978.270199
0.390000,978.220213
0.389900,978.235686
0.390300,978.180178
0.390200,978.197064
0.390500,978.141425
0.390600,978.137222
0.390800,978.112840
0.390900,978.116756
0.391000,978.110614
0.391100,978.097773
0.391400,978.076117
0.391500,978.054241
0.391800,978.021141
0.391700,978.034612
0.392000,977.996738
0.391900,977.999790
0.392200,977.967135
0.392400,977.921272
0.392600,977.920738
0.392500,977.921557
0.392900,977.873224
0.392800,977.899436
0.393300,977.786850
0.393200,977.810918
0.393600,977.763279
0.393500,977.776007
0.393700,977.746789
0.393800,977.729817
0.394100,977.692301
0.394000,977.704486
0.394400,977.676765
0.394300,977.671798
0.394800,977.639815
0.394700,977.650037
0.394900,977.615668
0.395100,977.591396
0.395300,977.547542
0.395200,977.566805
0.395500,977.537600
0.395700,977.504583
0.395800,977.493156
0.396000,977.489073
0.396300,977.466403
0.396100,977.487789
0.396600,977.426501
0.396400,977.462112
0.396900,977.406574
0.396800,977.408493
0.397100,977.380105
0.397200,977.389572
0.397400,977.358353
0.397500,977.343790
0.397800,977.304303
0.397600,977.336804
0.398100,977.276059
0.397900,977.304577
0.398200,977.265307
0.398400,977.244498
0.398700,977.188334
0.398600,977.205692
0.398800,977.181438
0.399000,977.157126
0.399100,977.146756
0.399300,977.116130
0.399600,977.083392
0.399400,977.107672
0.399800,977.057860
0.399700,977.066934
0.400100,977.037408
0.400000,977.029277
0.400300,976.995807
0.400400,976.998762
0.400600,976.975152
0.400800,976.937396
0.400900,976.931981
0.401100,976.902805
0.401400,976.860114
0.401300,976.872767
0.401700,976.815599
0.401600,976.822684
0.401900,976.777116
0.401800,976.797135
0.402200,976.752082
0.402100,976.767190
0.402400,976.730839
0.402500,976.721647
0.402900,976.683534
0.402800,976.686677
0.403000,976.660614
0.403100,976.666962
0.403500,976.630411
0.403300,976.646545
0.403700,976.608589
0.403600,976.623258
0.404100,976.543497
0.404000,976.558492
0.404200,976.520490
0.404400,976.483878
0.404600,976.451895
0.404700,976.446189
0.405000,976.447063
0.404900,976.461528
0.405300,976.419372
0.405100,976.445277
0.405500,976.401988
0.405400,976.410099
0.405800,976.355986
0.405900,976.345126
0.406200,976.291608
0.406100,976.306789
0.406400,976.272663
0.406300,976.282444
0.406700,976.235588
0.406800,976.224958
0.407000,976.185898
0.406900,976.203970
0.407300,976.140743
0.407400,976.141869
0.407500,976.134862
0.407700,976.114492
0.408000,976.076392
0.407800,976.100431
0.408300,976.024242
0.408200,976.045366
0.408600,975.988014
0.408500,976.008951
0.408900,975.977501
0.408700,975.989285
0.409100,975.966002
0.409000,975.967991
0.409300,975.942875
0.409400,975.928114
0.409800,975.886902
0.409700,975.899770
0.410000,975.861447
0.409900,975.873073
0.410400,975.823943
0.410200,975.842155
0.410500,975.809738
0.410700,975.815032
0.410900,975.800021
0.411000,975.796103
0.411100,975.771645
0.411300,975.743044
0.411500,975.720951
0.411400,975.728570
0.411800,975.702482
0.411700,975.712009
0.412000,975.670119
0.412100,975.656830
0.412300,975.641595
0.412500,975.625046
0.412600,975.616568
0.412800,975.582248
0.413100,975.580600
0.413000,975.554773
0.413200,975.568300
0.413300,975.557853
0.413500,975.536239
0.413600,975.521645
0.413800,975.495859
0.413900,975.484550
0.414300,975.472105
0.414100,975.467789
0.414400,975.456127
0.414500,975.438351
0.414800,975.429129
0.414900,975.411459
0.415100,975.389326
0.415200,975.368327
0.415500,975.351401
0.415400,975.359193
0.415800,975.308811
0.415700,975.320213
0.416100,975.298660
0.415900,975.308268
0.416300,975.275591
0.416400,975.255934
0.416500,975.242146
0.416600,975.216115
0.417000,975.140911
0.416800,975.182212
0.417300,975.086749
0.417200,975.106652
0.417400,975.079077
0.417500,975.059294
0.417800,975.006328
0.417900,974.989035
0.418100,974.965565
0.418000,974.979089
0.418500,974.910647
0.418400,974.928007
0.418700,974.870756
0.418800,974.848922
0.419000,974.833605
0.418900,974.842151
0.419400,974.765618
0.419200,974.804294
0.419700,974.712150
0.419600,974.726523
0.420000,974.681302
0.419900,974.689964
0.420100,974.670095
0.420200,974.651354
0.420500,974.629191
0.420600,974.618132
0.420900,974.560246
0.420700,974.604438
0.421200,974.520428
0.421000,974.543800
0.421400,974.503803
0.421500,974.484871
0.421800,974.481189
0.421600,974.489413
0.422100,974.442950
0.421900,974.471630
0.422200,974.440205
0.422300,974.431564
0.422600,974.414547
0.422500,974.423833
0.423000,974.370117
0.422800,974.392082
0.423200,974.343112
0.423100,974.352956
0.423500,974.323258
0.423600,974.305112
0.423900,974.257367
0.423800,974.265669
0.424100,974.236921
0.424200,974.219478
0.424500,974.198576
0.424400,974.210932
0.424800,974.156947
0.424600,974.187450
0.425000,974.137097
0.424900,974.151190
0.425400,974.107910
0.425200,974.117623
0.425500,974.092409
0.425700,974.078518
0.425800,974.065930
0.425900,974.043326
0.426100,974.040007
0.426300,974.021160
0.426600,973.979490
0.426400,974.010294
0.426900,973.944111
0.426700,973.968066
0.427000,973.925309
0.427100,973.916501
0.427500,973.848643
0.427300,973.878661
0.427700,973.820509
0.427800,973.803907
0.427900,973.782088
0.428000,973.769474
0.428200,973.769251
0.428400,973.746620
0.428500,973.737189
0.428700,973.713587
0.428900,973.680375
0.429000,973.671405
0.429300,973.650969
0.429100,973.662965
0.429400,973.640025
0.429600,973.637193
0.429800,973.621837
0.429700,973.632699
0.430100,973.561267
0.430000,973.576515
0.430400,973.541367
0.430300,973.546946
0.430700,973.496718
0.430600,973.511656
0.430900,973.467805
0.431000,973.447842
0.431200,973.415728
0.431400,973.398703
0.431700,973.345821
0.431600,973.357807
0.431800,973.324855
0.432000,973.289111
0.432200,973.281711
0.432300,973.273269
0.432400,973.253620
0.432500,973.246025
0.432800,973.189309
0.432900,973.176843
0.433100,973.155104
0.433000,973.173355
0.433500,973.097095
0.433300,973.128159
0.433800,973.054199
0.433600,973.087884
0.434100,973.028478
0.434000,973.031226
0.434300,973.008931
0.434200,973.021217
0.434500,973.000899
0.434700,972.984601
0.435000,972.944429
0.434800,972.975765
0.435200,972.909115
0.435300,972.892292
0.435400,972.875593
0.435600,972.828451
0.435900,972.780768
0.435700,972.809678
0.436100,972.763088
0.436000,972.766292
0.436400,972.710301
0.436300,972.717797
0.436800,972.639183
0.436700,972.655442
0.437100,972.617587
0.437000,972.636198
0.437200,972.607875
0.437300,972.619076
0.437600,972.588033
0.437500,972.602155
0.438000,972.549837
0.437800,972.563997
0.438200,972.530725
0.438300,972.517001
0.438400,972.513332
0.438500,972.512812
0.438700,972.486129
0.438900,972.470976
0.439200,972.431030
0.439000,972.464824
0.439400,972.397582
0.439500,972.373061
0.439800,972.331844
0.439700,972.337636
0.439900,972.319861
0.440000,972.316063
0.440300,972.280540
0.440200,972.295949
0.440700,972.244548
0.440500,972.262826
0.441000,972.245002
0.440800,972.231708
0.441100,972.257761
0.441300,972.212931
0.441500,972.177169
0.441600,972.160196
0.441800,972.140468
0.441900,972.132489
0.442000,972.111340
0.442200,972.105709
0.442300,972.084059
0.442400,972.062767
0.442600,972.056684
0.442700,972.033266
0.443100,971.999016
0.442900,972.029011
0.443200,971.985095
0.443400,971.970956
0.443500,971.957721
0.443700,971.927994
0.443900,971.905522
0.443800,971.908029
0.444100,971.879931
0.444300,971.845902
0.444500,971.823387
0.444600,971.806826
0.444700,971.789534
0.444800,971.788715
0.445100,971.763826
0.445200,971.753027
0.445400,971.721750
0.445500,971.710025
0.445600,971.690407
0.445800,971.651173
0.446000,971.627883
0.445900,971.650309
0.446400,971.625413
0.446200,971.641979
0.446500,971.618061
0.446600,971.605500
0.447000,971.584245
0.446800,971.601737
0.447100,971.565884
0.447200,971.557728
0.447600,971.501562
0.447400,971.532723
0.447800,971.489345
0.447900,971.471712
0.448100,971.449097
0.448200,971.428053
0.448500,971.383096
0.448300,971.413712
0.448700,971.366057
0.448800,971.361097
0.449100,971.312952
0.449000,971.336123
0.449300,971.298352
0.449400,971.295571
0.449700,971.245592
0.449600,971.260984
0.449900,971.237526
0.450000,971.225802
